idType	GeneID	ID	geneSymbol	chr	strand	spliceType	eventRegion	altExon	IncLevel1	IncLevel2	IncLevelDifference	PValue	FDR	novel	pctR10	pctR20	statJCmin	aseType	geneBiotype	transcriptNameExon	inTranscriptId	inTranscriptName	inTranscriptBiotype	outTranscriptId	outTranscriptName	outTranscriptBiotype
MGEA5_SE_76679	ENSG00000198408.9	76679	MGEA5	chr10	-	SE	103553669:103553755-103555067:103555237-103557736:103557911	103555067:103555237	0.009	0.245	-0.236	0	0	novel	0.95	0.6	10	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000357797.5,ENST00000361464.3,ENST00000439817.1	MGEA5-004,MGEA5-003,MGEA5-202	protein_coding,protein_coding,protein_coding
MGEA5_SE_76681	ENSG00000198408.9	76681	MGEA5	chr10	-	SE	103553669:103553755-103555121:103555237-103557736:103557911	103555121:103555237	0.012	0.244	-0.232	0	0	novel	0.95	0.6	10	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000357797.5,ENST00000361464.3,ENST00000439817.1	MGEA5-004,MGEA5-003,MGEA5-202	protein_coding,protein_coding,protein_coding
MGEA5_SE_76682	ENSG00000198408.9	76682	MGEA5	chr10	-	SE	103553669:103553755-103555130:103555237-103557736:103557911	103555130:103555237	0.009	0.246	-0.238	0	0	novel	0.95	0.6	10	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000357797.5,ENST00000361464.3,ENST00000439817.1	MGEA5-004,MGEA5-003,MGEA5-202	protein_coding,protein_coding,protein_coding
MIA3_RI_7459	ENSG00000154305.12	7459	MIA3	chr1	+	RI	222835397:222835466-222835466:222835594-222835594:222835871	222835466:222835594	0.124	0.243	-0.119	0.002697358	0.046650751	novel	0.85	0.2	15	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000340535.7,ENST00000344441.6,ENST00000344922.5,ENST00000450260.1,ENST00000475451.1,ENST00000479370.1	MIA3-005,MIA3-201,MIA3-001,MIA3-006,MIA3-010,MIA3-011	protein_coding,protein_coding,protein_coding,protein_coding,processed_transcript,processed_transcript
MLF2_RI_3334	ENSG00000089693.6	3334	MLF2	chr12	-	RI	6859342:6859471-6859471:6859878-6859878:6859932	6859471:6859878	0.066	0.217	-0.151	1.54864E-06	7.27422E-05	known	1	0.4	12	PC_SO_NPC_SI	protein_coding	MLF2-006( E5 )	ENST00000541346.1	MLF2-006	retained_intron	ENST00000203630.5,ENST00000435120.1,ENST00000537126.1,ENST00000539187.1,ENST00000540710.1,ENST00000542154.1	MLF2-001,MLF2-201,MLF2-007,MLF2-010,MLF2-005,MLF2-004	protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding
MLLT10_SE_22952	ENSG00000078403.12	22952	MLLT10	chr10	+	SE	21903759:21903853-21906040:21906136-21940601:21940697	21906040:21906136	0.942	0.693	0.249	5.42233E-13	2.49372E-10	known	0.9	0.35	5	NA_SO	protein_coding	MLLT10-002( E8 ),MLLT10-202( E8 ),MLLT10-201( E7 ),MLLT10-001( E8 )	ENST00000307729.7,ENST00000377059.3,ENST00000377072.3,ENST00000446906.2	MLLT10-002,MLLT10-201,MLLT10-001,MLLT10-202	protein_coding,protein_coding,protein_coding,protein_coding	NA	NA	NA
MPHOSPH8_A5SS_7186	ENSG00000196199.9	7186	MPHOSPH8	chr13	+	A5SS	20235837:20235978-20235978:20236221-20237179:20237266	20235978:20236221	0	0.11	-0.11	4.07389E-11	2.00692E-08	novel	0.85	0.35	6	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000361479.5,ENST00000414242.2	MPHOSPH8-001,MPHOSPH8-201	protein_coding,protein_coding
MPHOSPH8_SE_62490	ENSG00000196199.9	62490	MPHOSPH8	chr13	+	SE	20235837:20235978-20236102:20236221-20237179:20237266	20236102:20236221	0.009	0.13	-0.121	4.54081E-14	2.83242E-11	novel	0.9	0.4	6	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000361479.5,ENST00000414242.2	MPHOSPH8-001,MPHOSPH8-201	protein_coding,protein_coding
MTCH1_A5SS_1165	ENSG00000137409.14	1165	MTCH1	chr6	-	A5SS	36938422:36938470-36940427:36940478-36940478:36940572	36940427:36940478	0.34	0.525	-0.185	0.000530247	0.045797512	known	1	0.65	20	PC_SO_NPC_SI	protein_coding	MTCH1-008( E8 )	ENST00000373627.5,ENST00000492754.1	MTCH1-008,MTCH1-006	protein_coding,processed_transcript	ENST00000373616.5,ENST00000418541.2,ENST00000460219.1,ENST00000538808.1	MTCH1-001,MTCH1-003,MTCH1-005,MTCH1-201	protein_coding,protein_coding,protein_coding,protein_coding
MTMR10_SE_58730	ENSG00000166912.12	58730	MTMR10	chr15	-	SE	31253083:31253276-31260122:31260213-31266516:31266659	31260122:31260213	0.925	0.717	0.208	1.24025E-07	1.58741E-05	known	0.85	0.35	5	PC_SI_NPC_SO	protein_coding	MTMR10-002( E6 ),MTMR10-001( E6 ),MTMR10-003( E6 )	ENST00000435680.1,ENST00000563714.1	MTMR10-001,MTMR10-003	protein_coding,protein_coding	ENST00000314404.8,ENST00000425768.1,ENST00000564787.1,ENST00000565728.1,ENST00000568547.1,ENST00000568604.1	MTMR10-201,MTMR10-202,MTMR10-009,MTMR10-008,MTMR10-004,MTMR10-007	protein_coding,protein_coding,nonsense_mediated_decay,retained_intron,nonsense_mediated_decay,nonsense_mediated_decay
MTUS1_SE_44087	ENSG00000129422.9	44087	MTUS1	chr8	-	SE	17513371:17513574-17532694:17532761-17541836:17542051	17532694:17532761	0.976	0.861	0.115	1.5715E-09	3.07878E-07	known	1	0.9	3	NA_SO	protein_coding	MTUS1-004( E6 ),MTUS1-017( E2 ),MTUS1-022( E5 ),MTUS1-203( E2 ),MTUS1-002( E8 ),MTUS1-013( E3 ),MTUS1-005( E3 ),MTUS1-202( E7 ),MTUS1-007( E3 ),MTUS1-016( E2 ),MTUS1-009( E2 ),MTUS1-001( E8 ),MTUS1-011( E5 ),MTUS1-015( E2 ),MTUS1-204( E5 ),MTUS1-008( E4 ),MTUS1-014( E3 )	ENST00000262102.6,ENST00000297488.6,ENST00000381861.3,ENST00000381869.3,ENST00000517818.1,ENST00000518713.1,ENST00000519263.1,ENST00000520196.1,ENST00000524044.1,ENST00000524371.1,ENST00000544260.1	MTUS1-001,MTUS1-005,MTUS1-011,MTUS1-202,MTUS1-014,MTUS1-008,MTUS1-004,MTUS1-002,MTUS1-022,MTUS1-013,MTUS1-204	protein_coding,protein_coding,protein_coding,protein_coding,processed_transcript,processed_transcript,protein_coding,nonsense_mediated_decay,processed_transcript,processed_transcript,protein_coding	NA	NA	NA
MXRA8_A3SS_24271	ENSG00000162576.12	24271	MXRA8	chr1	-	A3SS	1288071:1288712-1288712:1289009-1289227:1289482	1288712:1289009	0.892	0.668	0.224	4.14297E-09	3.41543E-06	novel	1	0.95	18	PC_SO_NPC_SI	protein_coding	MXRA8-201( E9 ),MXRA8-002( E10 )	ENST00000309212.6,ENST00000342753.4,ENST00000474033.1,ENST00000476718.1,ENST00000477278.2	MXRA8-001,MXRA8-201,MXRA8-004,MXRA8-009,MXRA8-002	protein_coding,protein_coding,retained_intron,retained_intron,protein_coding	ENST00000445648.2	MXRA8-003	protein_coding
MXRA8_RI_5559	ENSG00000162576.12	5559	MXRA8	chr1	-	RI	1289572:1289612-1289612:1289733-1289733:1289889	1289612:1289733	0.106	0.27	-0.164	1.30909E-05	0.000468495	known	0.95	0.85	18	NPC_SISO	protein_coding	MXRA8-009( E2 )	ENST00000476718.1	MXRA8-009	retained_intron	ENST00000309212.6,ENST00000342753.4,ENST00000445648.2,ENST00000473097.1,ENST00000477278.2	MXRA8-001,MXRA8-201,MXRA8-003,MXRA8-007,MXRA8-002	protein_coding,protein_coding,protein_coding,retained_intron,protein_coding
N4BP2L2_MXE_8018	ENSG00000244754.4	8018	N4BP2L2	chr13	-	MXE	33096318:33096407-33101594:33101669-33111069:33111164-33112754:33112821	33101594:33101669-33111069:33111164	0.744	0.403	0.341	1.55054E-08	3.18957E-06	novel	0.95	0.4	19	NA_SO	protein_coding	N4BP2L2-004( E2 ),N4BP2L2-202( E3 ),N4BP2L2-201( E3 )	ENST00000357505.6,ENST00000504114.1	N4BP2L2-201,N4BP2L2-004	protein_coding,protein_coding	NA	NA	NA
NAE1_MXE_9422	ENSG00000159593.10	9422	NAE1	chr16	-	MXE	66855352:66855462-66857129:66857526-66858757:66858788-66860425:66860486	66857129:66857526-66858757:66858788	0.115	0.23	-0.114	0.000840273	0.038307359	novel	0.85	0.15	7	NA_SISO	NA	NA( ENA )	NA	NA	NA	NA	NA	NA
NDRG1_SE_46040	ENSG00000104419.10	46040	NDRG1	chr8	-	SE	134266781:134266838-134267512:134267643-134269019:134269106	134267512:134267643	0.019	0.235	-0.216	0	0	known	1	1	12	NPC_SISO	protein_coding	NDRG1-026( E9 )	ENST00000522377.1	NDRG1-026	nonsense_mediated_decay	ENST00000323851.7,ENST00000354944.5,ENST00000414097.2,ENST00000517331.1,ENST00000517599.1,ENST00000522476.1,ENST00000537882.1	NDRG1-002,NDRG1-201,NDRG1-001,NDRG1-023,NDRG1-005,NDRG1-004,NDRG1-202	protein_coding,protein_coding,protein_coding,processed_transcript,nonsense_mediated_decay,protein_coding,protein_coding
NDUFA4L2_SE_14479	ENSG00000185633.6	14479	NDUFA4L2	chr12	-	SE	57629531:57629592-57630106:57630464-57630811:57630883	57630106:57630464	0.809	0.944	-0.135	1.19376E-06	0.000122913	known	0.8	0.3	5	NA_SO	protein_coding	NDUFA4L2-003( E2 )	ENST00000555173.1	NDUFA4L2-003	retained_intron	NA	NA	NA
NDUFA4L2_SE_64044	ENSG00000185633.6	64044	NDUFA4L2	chr12	-	SE	57629531:57629592-57630047:57630464-57630811:57630868	57630047:57630464	0.811	0.942	-0.13	1.44309E-06	0.000146655	novel	0.8	0.3	5	NA_SISO	NA	NA( ENA )	NA	NA	NA	NA	NA	NA
NDUFA4L2_SE_64047	ENSG00000185633.6	64047	NDUFA4L2	chr12	-	SE	57629531:57629592-57630339:57630464-57630811:57630868	57630339:57630464	0.839	0.943	-0.104	0.000105108	0.006165195	novel	0.85	0.4	5	NA_SISO	NA	NA( ENA )	NA	NA	NA	NA	NA	NA
NEBL_SE_66160	ENSG00000078114.14	66160	NEBL	chr10	-	SE	21178773:21178878-21184628:21184717-21185886:21185958	21184628:21184717	0.011	0.115	-0.104	3.13083E-14	2.02266E-11	novel	1	0.65	7	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000377119.1,ENST00000377122.4,ENST00000434381.1	NEBL-007,NEBL-004,NEBL-009	protein_coding,protein_coding,protein_coding
NEK7_SE_67703	ENSG00000151414.10	67703	NEK7	chr1	+	SE	198248083:198248191-198259415:198259488-198262074:198262169	198259415:198259488	0.031	0.196	-0.165	1.53472E-10	3.73481E-08	novel	0.8	0.25	8	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000367385.4,ENST00000493790.1,ENST00000538004.1	NEK7-001,NEK7-002,NEK7-006	protein_coding,retained_intron,protein_coding
NFKBIA_RI_5479	ENSG00000100906.6	5479	NFKBIA	chr14	-	RI	35871599:35871869-35871869:35871976-35871976:35872065	35871869:35871976	0.395	0.136	0.259	7.23471E-06	0.000282119	known	1	0.65	18	NPC_SISO	protein_coding	NFKBIA-006( E2 )	ENST00000555371.1	NFKBIA-006	retained_intron	ENST00000216797.5,ENST00000554001.1,ENST00000556664.1,ENST00000557389.1	NFKBIA-001,NFKBIA-003,NFKBIA-007,NFKBIA-004	protein_coding,nonsense_mediated_decay,retained_intron,protein_coding
NKTR_RI_8295	ENSG00000114857.13	8295	NKTR	chr3	+	RI	42661141:42661200-42661200:42661507-42661507:42661535	42661200:42661507	0.788	0.526	0.262	9.0947E-06	0.000346479	novel	1	0.75	17	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000429888.1,ENST00000442970.1,ENST00000445842.1,ENST00000468735.2,ENST00000478488.1	NKTR-003,NKTR-005,NKTR-010,NKTR-002,NKTR-011	nonsense_mediated_decay,protein_coding,protein_coding,retained_intron,retained_intron
NOP58_SE_26413	ENSG00000055044.6	26413	NOP58	chr2	+	SE	203157499:203157626-203160396:203160560-203162101:203162236	203160396:203160560	0.964	0.843	0.121	7.4504E-05	0.004589313	known	0.85	0.1	3	PC_SI_NPC_SO	protein_coding	NOP58-001( E10 )	ENST00000264279.5	NOP58-001	protein_coding	ENST00000433543.2	NOP58-008	nonsense_mediated_decay
NPTN_SE_76343	ENSG00000156642.12	76343	NPTN	chr15	-	SE	73855576:73855598-73855719:73855924-73862490:73862764	73855719:73855924	0.011	0.173	-0.162	0	0	novel	0.95	0.7	8	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000345330.4,ENST00000351217.6,ENST00000542234.1,ENST00000565325.1	NPTN-001,NPTN-002,NPTN-202,NPTN-003	protein_coding,protein_coding,protein_coding,protein_coding
NPTN_SE_76344	ENSG00000156642.12	76344	NPTN	chr15	-	SE	73855576:73855598-73855719:73856126-73862490:73862764	73855719:73856126	0.014	0.161	-0.147	0	0	novel	0.95	0.7	7	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000345330.4,ENST00000351217.6,ENST00000542234.1,ENST00000565325.1	NPTN-001,NPTN-002,NPTN-202,NPTN-003	protein_coding,protein_coding,protein_coding,protein_coding
NRIP1_SE_1945	ENSG00000180530.5	1945	NRIP1	chr21	-	SE	16333555:16340847-16386664:16386787-16415815:16415895	16386664:16386787	0.762	0.873	-0.111	0.000723406	0.033073109	known	0.85	0.2	5	PC_SISO	protein_coding	NRIP1-002( E2 ),NRIP1-201( E3 )	ENST00000318948.4	NRIP1-201	protein_coding	ENST00000400199.1	NRIP1-001	protein_coding
NUPR1_SE_8605	ENSG00000176046.7	8605	NUPR1	chr16	-	SE	28549326:28549476-28549846:28549975-28550116:28550272	28549846:28549975	0.006	0.119	-0.113	0	0	known	1	0.95	7	PC_SO_NPC_SI	protein_coding	NUPR1-003( E2 )	ENST00000567646.1	NUPR1-003	nonsense_mediated_decay	ENST00000324873.6	NUPR1-001	protein_coding
ODC1_A3SS_4827	ENSG00000115758.8	4827	ODC1	chr2	-	A3SS	10584599:10584673-10584673:10584773-10585056:10585175	10584673:10584773	1	0.892	0.108	0.000263349	0.03221521	known	0.95	0.6	2	PC_SI_NPC_SO	protein_coding	ODC1-002( E4 ),ODC1-001( E4 )	ENST00000234111.4,ENST00000405333.1,ENST00000443218.1	ODC1-001,ODC1-002,ODC1-003	protein_coding,protein_coding,protein_coding	ENST00000446285.1	ODC1-004	processed_transcript
OGT_RI_61	ENSG00000147162.9	61	OGT	chrX	+	RI	70764416:70764485-70764485:70767756-70767756:70767873	70764485:70767756	0.711	0.89	-0.179	7.86738E-07	3.75951E-05	known	1	1	14	PC_SO_NPC_SI	protein_coding	OGT-003( E4 )	ENST00000488174.1	OGT-003	retained_intron	ENST00000373701.3,ENST00000373719.3,ENST00000455587.1	OGT-002,OGT-001,OGT-010	protein_coding,protein_coding,protein_coding
OMA1_MXE_7216	ENSG00000162600.7	7216	OMA1	chr1	-	MXE	58992932:58993007-58995801:58995992-58996272:58996361-58999624:58999732	58995801:58995992-58996272:58996361	0.946	0.843	0.103	4.57271E-05	0.003412939	novel	0.85	0.05	6	NA_SISO	NA	NA( ENA )	NA	NA	NA	NA	NA	NA
OSBPL5_RI_8945	ENSG00000021762.15	8945	OSBPL5	chr11	-	RI	3114695:3114893-3114893:3114975-3114975:3115065	3114893:3114975	0.096	0.198	-0.103	1.96754E-05	0.00068057	novel	0.9	0.45	14	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000263650.7,ENST00000348039.5,ENST00000389989.3,ENST00000471998.2,ENST00000478260.1,ENST00000525498.1,ENST00000534454.1,ENST00000534491.1,ENST00000542243.1	OSBPL5-001,OSBPL5-015,OSBPL5-002,OSBPL5-019,OSBPL5-004,OSBPL5-016,OSBPL5-017,OSBPL5-009,OSBPL5-201	protein_coding,protein_coding,protein_coding,nonsense_mediated_decay,protein_coding,protein_coding,protein_coding,retained_intron,protein_coding
OSMR_RI_6963	ENSG00000145623.8	6963	OSMR	chr5	+	RI	38903983:38904126-38904126:38904451-38904451:38904479	38904126:38904451	0.376	0.612	-0.236	0.000168073	0.00434206	novel	0.9	0.75	18	NA_SISO	NA	NA( ENA )	NA	NA	NA	NA	NA	NA
OSMR_RI_6964	ENSG00000145623.8	6964	OSMR	chr5	+	RI	38903983:38904126-38904126:38904454-38904454:38904479	38904126:38904454	0.196	0.386	-0.189	7.48956E-13	1.43991E-10	novel	1	1	20	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000274276.3	OSMR-001	protein_coding
P4HA2_MXE_1016	ENSG00000072682.14	1016	P4HA2	chr5	-	MXE	131531104:131531173-131533898:131533964-131534013:131534073-131534571:131534625	131533898:131533964-131534013:131534073	0.759	0.554	0.205	3.24149E-07	4.88191E-05	known	0.95	0.95	19	PC_SISO	protein_coding	P4HA2-003( E13 ),P4HA2-202( E12 ),P4HA2-001( E13 )	ENST00000166534.4,ENST00000379104.2,ENST00000401867.1	P4HA2-003,P4HA2-202,P4HA2-001	protein_coding,protein_coding,protein_coding	ENST00000360568.3,ENST00000379086.1,ENST00000379100.2	P4HA2-002,P4HA2-004,P4HA2-201	protein_coding,protein_coding,protein_coding
P4HA2_MXE_5898	ENSG00000072682.14	5898	P4HA2	chr5	-	MXE	131531104:131531173-131533898:131533964-131534013:131534133-131534571:131534625	131533898:131533964-131534013:131534133	0.528	0.326	0.201	0.00011451	0.007664884	novel	0.95	0.85	16	NA_SO	protein_coding	P4HA2-003( E13 ),P4HA2-202( E12 ),P4HA2-001( E13 )	ENST00000166534.4,ENST00000379104.2,ENST00000401867.1	P4HA2-003,P4HA2-202,P4HA2-001	protein_coding,protein_coding,protein_coding	NA	NA	NA
PAFAH1B1_SE_7472	ENSG00000007168.8	7472	PAFAH1B1	chr17	+	SE	2573456:2573625-2575948:2576051-2577353:2577390	2575948:2576051	0.976	0.603	0.373	0	0	known	0.95	0.7	6	NA_SO	protein_coding	PAFAH1B1-012( E3 ),PAFAH1B1-201( E2 ),PAFAH1B1-003( E5 ),PAFAH1B1-001( E7 ),PAFAH1B1-004( E2 )	ENST00000397193.3,ENST00000397195.5,ENST00000451360.2,ENST00000572915.2,ENST00000574468.1	PAFAH1B1-012,PAFAH1B1-001,PAFAH1B1-201,PAFAH1B1-003,PAFAH1B1-004	processed_transcript,protein_coding,protein_coding,processed_transcript,protein_coding	NA	NA	NA
PAM_SE_12421	ENSG00000145730.16	12421	PAM	chr5	+	SE	102355493:102355547-102360834:102361038-102363885:102363926	102360834:102361038	0.624	0.757	-0.134	3.66999E-07	4.22998E-05	known	1	1	20	PC_SO_NPC_SI	protein_coding	PAM-026( E5 ),PAM-001( E22 ),PAM-008( E5 ),PAM-029( E23 ),PAM-004( E23 )	ENST00000304400.7,ENST00000515456.1	PAM-029,PAM-026	protein_coding,processed_transcript	ENST00000379799.3	PAM-005	protein_coding
PAM_SE_12424	ENSG00000145730.16	12424	PAM	chr5	+	SE	102355493:102355547-102360837:102361038-102363885:102363942	102360837:102361038	0.364	0.566	-0.202	9.87031E-07	0.000103207	known	1	1	20	PC_SO_NPC_SI	protein_coding	PAM-201( E22 ),PAM-006( E22 ),PAM-027( E5 )	ENST00000504456.1	PAM-027	processed_transcript	ENST00000379799.3	PAM-005	protein_coding
PAM_SE_12425	ENSG00000145730.16	12425	PAM	chr5	+	SE	102355493:102355547-102360837:102361038-102363888:102363942	102360837:102361038	0.645	0.752	-0.107	0.00087576	0.038764878	known	1	1	20	NPC_SISO	protein_coding	PAM-201( E22 ),PAM-006( E22 ),PAM-027( E5 )	ENST00000274392.9,ENST00000345721.2	PAM-201,PAM-006	protein_coding,nonsense_mediated_decay	ENST00000455264.2,ENST00000510006.1	PAM-002,PAM-028	protein_coding,processed_transcript
PAPD4_RI_6897	ENSG00000164329.9	6897	PAPD4	chr5	+	RI	78915438:78915608-78915608:78915816-78915816:78915906	78915608:78915816	0.274	0.092	0.181	6.01621E-07	2.9782E-05	novel	0.85	0.45	13	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000296783.3,ENST00000423041.2,ENST00000428308.2,ENST00000453514.1,ENST00000503620.1,ENST00000504233.1,ENST00000505571.1,ENST00000514095.1,ENST00000515807.1	PAPD4-001,PAPD4-007,PAPD4-201,PAPD4-202,PAPD4-013,PAPD4-002,PAPD4-006,PAPD4-011,PAPD4-009	protein_coding,protein_coding,protein_coding,protein_coding,processed_transcript,protein_coding,retained_intron,processed_transcript,processed_transcript
PCM1_SE_44115	ENSG00000078674.13	44115	PCM1	chr8	+	SE	17797199:17797370-17797550:17797667-17804694:17804872	17797550:17797667	0.437	0.267	0.17	0.000862874	0.038310164	known	0.95	0.85	20	PC_SISO	protein_coding	PCM1-005( E7 ),PCM1-002( E7 )	ENST00000517730.1,ENST00000518537.1	PCM1-002,PCM1-005	protein_coding,protein_coding	ENST00000325083.8,ENST00000519253.1,ENST00000523055.1,ENST00000524226.1	PCM1-001,PCM1-003,PCM1-007,PCM1-004	protein_coding,protein_coding,protein_coding,protein_coding
PDK1_MXE_3437	ENSG00000152256.9	3437	PDK1	chr2	+	MXE	173426947:173427019-173427468:173427528-173429230:173429415-173429705:173429801	173427468:173427528-173429230:173429415	0.108	0.355	-0.247	0	0	known	1	1	18	NA_SI	protein_coding	PDK1-003( E4 )	NA	NA	NA	ENST00000282077.3,ENST00000410055.1,ENST00000439519.1,ENST00000443353.1,ENST00000543905.1	PDK1-001,PDK1-002,PDK1-007,PDK1-004,PDK1-201	protein_coding,protein_coding,protein_coding,protein_coding,protein_coding
PDK1_MXE_3438	ENSG00000152256.9	3438	PDK1	chr2	+	MXE	173426947:173427019-173427468:173427528-173429705:173429801-173431583:173431661	173427468:173427528-173429705:173429801	0.18	0.353	-0.174	1.57236E-05	0.001395926	known	0.9	0.9	18	NA_SI	protein_coding	PDK1-003( E4 )	NA	NA	NA	ENST00000431718.1	PDK1-006	nonsense_mediated_decay
PDK1_MXE_8147	ENSG00000152256.9	8147	PDK1	chr2	+	MXE	173426947:173427019-173427468:173427528-173429230:173429419-173429705:173429801	173427468:173427528-173429230:173429419	0.253	0.651	-0.398	1.39754E-11	4.91118E-09	novel	1	0.7	18	NA_SISO	protein_coding	PDK1-003( E4 )	NA	NA	NA	NA	NA	NA
PDK1_MXE_8151	ENSG00000152256.9	8151	PDK1	chr2	+	MXE	173426947:173427019-173427471:173427528-173429230:173429419-173429705:173429801	173427471:173427528-173429230:173429419	0	0.231	-0.231	0	0	novel	0.95	0.4	9	NA_SISO	NA	NA( ENA )	NA	NA	NA	NA	NA	NA
PDK1_SE_37977	ENSG00000152256.9	37977	PDK1	chr2	+	SE	173426947:173427019-173427468:173427528-173429230:173429415	173427468:173427528	0.215	0.531	-0.316	4.24742E-10	9.52476E-08	known	1	0.8	18	PC_SISO	protein_coding	PDK1-003( E4 )	ENST00000392571.2	PDK1-003	protein_coding	ENST00000282077.3,ENST00000410055.1,ENST00000439519.1,ENST00000443353.1,ENST00000543905.1	PDK1-001,PDK1-002,PDK1-007,PDK1-004,PDK1-201	protein_coding,protein_coding,protein_coding,protein_coding,protein_coding
PDK1_SE_37985	ENSG00000152256.9	37985	PDK1	chr2	+	SE	173427468:173427528-173429230:173429415-173429705:173429801	173429230:173429415	1	0.837	0.163	0	0	known	1	0.95	9	NA_SO	protein_coding	PDK1-001( E4 ),PDK1-005( E5 ),PDK1-002( E4 ),PDK1-007( E4 ),PDK1-202( E5 ),PDK1-003( E5 ),PDK1-008( E3 ),PDK1-201( E4 ),PDK1-004( E4 )	ENST00000392571.2	PDK1-003	protein_coding	NA	NA	NA
PDK1_SE_72404	ENSG00000152256.9	72404	PDK1	chr2	+	SE	173426947:173427019-173427471:173427528-173429230:173429415	173427471:173427528	0.083	0.235	-0.152	4.36734E-07	4.93764E-05	novel	1	0.6	15	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000282077.3,ENST00000410055.1,ENST00000439519.1,ENST00000443353.1,ENST00000543905.1	PDK1-001,PDK1-002,PDK1-007,PDK1-004,PDK1-201	protein_coding,protein_coding,protein_coding,protein_coding,protein_coding
PDK1_SE_72406	ENSG00000152256.9	72406	PDK1	chr2	+	SE	173427468:173427528-173429216:173429415-173429705:173429801	173429216:173429415	1	0.807	0.193	0	0	novel	1	0.95	9	NA_SISO	NA	NA( ENA )	NA	NA	NA	NA	NA	NA
PDS5A_SE_28191	ENSG00000121892.10	28191	PDS5A	chr4	-	SE	39910014:39910160-39911863:39911958-39915230:39915346	39911863:39911958	0.996	0.829	0.167	1.39696E-11	4.3074E-09	known	1	0.95	4	PC_SI_NPC_SO	protein_coding	PDS5A-001( E10 ),PDS5A-003( E10 )	ENST00000303538.8,ENST00000503396.1	PDS5A-001,PDS5A-003	protein_coding,protein_coding	ENST00000512643.1	PDS5A-007	nonsense_mediated_decay
PDS5A_SE_68882	ENSG00000121892.10	68882	PDS5A	chr4	-	SE	39910014:39910160-39911863:39911976-39915230:39915346	39911863:39911976	0.992	0.721	0.271	1.78746E-14	1.22787E-11	novel	0.85	0.1	4	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000512643.1	PDS5A-007	nonsense_mediated_decay
PDS5B_SE_56562	ENSG00000083642.14	56562	PDS5B	chr13	+	SE	33344258:33344698-33344791:33344899-33347326:33347462	33344791:33344899	0.887	0.716	0.171	0.000262978	0.013617643	known	0.95	0.85	9	NA_SO	protein_coding	PDS5B-006( E33 )	ENST00000315596.10	PDS5B-006	protein_coding	NA	NA	NA
PER1_SE_48663	ENSG00000179094.9	48663	PER1	chr17	-	SE	8047372:8048311-8049275:8049455-8049689:8049806	8049275:8049455	0.895	0.668	0.227	1.16924E-07	1.50718E-05	known	0.9	0.55	10	NPC_SISO	protein_coding	PER1-002( E17 ),PER1-001( E17 ),PER1-015( E2 ),PER1-005( E16 ),PER1-006( E17 )	ENST00000317276.4,ENST00000354903.5,ENST00000581082.1,ENST00000582719.1	PER1-001,PER1-002,PER1-005,PER1-006	protein_coding,protein_coding,protein_coding,nonsense_mediated_decay	ENST00000581395.1	PER1-003	nonsense_mediated_decay
PGM3_A5SS_3221	ENSG00000013375.11	3221	PGM3	chr6	-	A5SS	83870868:83870961-83878781:83878960-83878960:83879042	83878781:83878960	0.928	0.779	0.149	1.31622E-08	4.37677E-06	known	0.9	0.4	5	NA_SO	protein_coding	PGM3-013( E3 )	ENST00000504780.1	PGM3-013	nonsense_mediated_decay	NA	NA	NA
PHTF2_MXE_9601	ENSG00000006576.12	9601	PHTF2	chr7	+	MXE	77551939:77552095-77558469:77558644-77567026:77567155-77569346:77569776	77558469:77558644-77567026:77567155	0.068	0.188	-0.12	0.000596594	0.028589074	novel	0.9	0.45	9	NA_SISO	NA	NA( ENA )	NA	NA	NA	NA	NA	NA
PICALM_SE_53018	ENSG00000073921.13	53018	PICALM	chr11	-	SE	85687665:85687725-85689112:85689136-85692171:85692271	85689112:85689136	0.974	0.865	0.109	0.00016432	0.009016496	known	1	0.75	6	PC_SISO	protein_coding	PICALM-021( E6 ),PICALM-019( E7 ),PICALM-018( E8 ),PICALM-002( E17 )	ENST00000526961.1,ENST00000529760.1,ENST00000530692.1,ENST00000532317.1	PICALM-019,PICALM-018,PICALM-021,PICALM-002	protein_coding,protein_coding,protein_coding,protein_coding	ENST00000393346.3,ENST00000526033.1,ENST00000528398.1,ENST00000530542.1	PICALM-005,PICALM-001,PICALM-003,PICALM-017	protein_coding,protein_coding,protein_coding,protein_coding
