cluster	loglr	df	p	FDR	genes	N	annotation	intron	logef	LowGrade_Cartilage	HighGrade_Cartilage	deltapsi	ensemblID	chr	start	end	verdict	transcripts
chr14:clu_29867_+	32.3879861	10	4.47E-10	5.39E-07	KLC1,AL139300.1	11	cryptic	chr14:103687211:103700655:clu_29867_+	0.08203445	0.11665959	0.12373588	0.00707628	ENSG00000186088	chr14	103687211	103700655	annotated	ENST00000334553+ENST00000452929+ENST00000538504+ENST00000554280+ENST00000555836
chr14:clu_29867_+	32.3879861	10	4.47E-10	5.39E-07	KLC1,AL139300.1	11	cryptic	chr14:103693634:103700655:clu_29867_+	0.11066795	0.07125741	0.07777511	0.00651769	ENSG00000161011	chr14	103693634	103700655	annotated	ENST00000557686
chr2:clu_38883_+	21.3468451	2	5.36E-10	6.29E-07	MAP4K4	3	annotated	chr2:101870415:101871494:clu_38883_+	-0.0893583	0.47650099	0.45860446	-0.0178965	ENSG00000161011	chr2	101870415	101871494	annotated	ENST00000350878+ENST00000425019
chr2:clu_38883_+	21.3468451	2	5.36E-10	6.29E-07	MAP4K4	3	annotated	chr2:101870415:101873647:clu_38883_+	0.1528507	0.10210124	0.12519745	0.02309621	ENSG00000161011	chr2	101870415	101873647	annotated	ENST00000302217+ENST00000324219+ENST00000347699+ENST00000350198+ENST00000350878+ENST00000413150+ENST00000417294+ENST00000421882+ENST00000425019+ENST00000456652+ENST00000625522+ENST00000627726+ENST00000634702
chr2:clu_38883_+	21.3468451	2	5.36E-10	6.29E-07	MAP4K4	3	annotated	chr2:101871685:101873647:clu_38883_+	-0.0634924	0.42139777	0.4161981	-0.0051997	ENSG00000112511	chr2	101871685	101873647	annotated	ENST00000350878+ENST00000425019
chr5:clu_18683_-	19.168139	1	5.95E-10	6.81E-07	RPS14	2	cryptic	chr5:150446963:150447474:clu_18683_-	0.17950059	0.00415429	0.00593786	0.00178358	ENSG00000112511	chr5	150446963	150447474	cryptic_fiveprime	.
chr5:clu_18683_-	19.168139	1	5.95E-10	6.81E-07	RPS14	2	cryptic	chr5:150446963:150447585:clu_18683_-	-0.1795006	0.99584571	0.99406214	-0.0017836	ENSG00000003989	chr5	150446963	150447585	annotated	ENST00000312037+ENST00000401695+ENST00000407193+ENST00000518139+ENST00000521466+ENST00000642507
chr17:clu_55900_-	18.858778	1	8.18E-10	9.11E-07	PLEKHH3	2	cryptic	chr17:42671558:42672002:clu_55900_-	14.0982965	1.87E-28	3.30E-16	3.30E-16	ENSG00000003989	chr17	42671558	42672002	cryptic_fiveprime	.
chr17:clu_55900_-	18.858778	1	8.18E-10	9.11E-07	PLEKHH3	2	cryptic	chr17:42671558:42672086:clu_55900_-	-14.098297	1	1	-2.22E-16	ENSG00000003989	chr17	42671558	42672086	annotated	ENST00000293349+ENST00000456950+ENST00000591022+ENST00000591196+ENST00000591490
chr2:clu_83932_-	20.5055052	2	1.24E-09	1.35E-06	FN1	3	cryptic	chr2:215384184:215384860:clu_83932_-	-0.6962995	0.39445505	0.3875663	-0.0068887	ENSG00000003989	chr2	215384184	215384860	annotated	ENST00000323926+ENST00000336916+ENST00000354785+ENST00000356005+ENST00000357867+ENST00000359671+ENST00000421182+ENST00000432072+ENST00000443816+ENST00000446046+ENST00000456923
chr2:clu_83932_-	20.5055052	2	1.24E-09	1.35E-06	FN1	3	cryptic	chr2:215384184:215386689:clu_83932_-	1.36627309	0.00023702	0.00183187	0.00159485	ENSG00000003989	chr2	215384184	215386689	novel annotated pair	ENST00000323926+ENST00000336916+ENST00000354785+ENST00000356005+ENST00000357867+ENST00000359671+ENST00000421182+ENST00000432072+ENST00000443816+ENST00000446046+ENST00000456923
chr2:clu_83932_-	20.5055052	2	1.24E-09	1.35E-06	FN1	3	cryptic	chr2:215384976:215386689:clu_83932_-	-0.6699735	0.60530793	0.61060182	0.00529389	ENSG00000003989	chr2	215384976	215386689	annotated	ENST00000323926+ENST00000336916+ENST00000354785+ENST00000356005+ENST00000357867+ENST00000359671+ENST00000421182+ENST00000432072+ENST00000443816+ENST00000446046+ENST00000456923+ENST00000492816
chr6:clu_47410_+	17.781461	1	2.47E-09	2.62E-06	SYNJ2	2	cryptic	chr6:158068728:158069533:clu_47410_+	0.22468271	0.86427836	0.90893121	0.04465285	ENSG00000003989	chr6	158068728	158069533	annotated	ENST00000355585+ENST00000638626+ENST00000640338
chr6:clu_47410_+	17.781461	1	2.47E-09	2.62E-06	SYNJ2	2	cryptic	chr6:158069411:158069533:clu_47410_+	-0.2246827	0.13572164	0.09106879	-0.0446529	ENSG00000003989	chr6	158069411	158069533	cryptic_fiveprime	.
chrX:clu_27458_-	17.5625024	1	3.09E-09	3.21E-06	SH3KBP1	2	annotated	chrX:19645475:19670862:clu_27458_-	0.30353701	0.18123275	0.2888566	0.10762385	ENSG00000003989	chrX	19645475	19670862	annotated	ENST00000379716
chrX:clu_27458_-	17.5625024	1	3.09E-09	3.21E-06	SH3KBP1	2	annotated	chrX:19645475:19683823:clu_27458_-	-0.303537	0.81876725	0.7111434	-0.1076238	ENSG00000003989	chrX	19645475	19683823	annotated	ENST00000379697+ENST00000379698+ENST00000379726+ENST00000397821+ENST00000432234
chr7:clu_74130_-	19.3670536	2	3.88E-09	3.93E-06	GSAP	3	cryptic	chr7:77377390:77379847:clu_74130_-	0.32305331	0.0630279	0.12266697	0.05963907	ENSG00000101972	chr7	77377390	77379847	cryptic_fiveprime	.
chr7:clu_74130_-	19.3670536	2	3.88E-09	3.93E-06	GSAP	3	cryptic	chr7:77377390:77381305:clu_74130_-	-0.633423	0.78649771	0.5881659	-0.1983318	ENSG00000101972	chr7	77377390	77381305	annotated	ENST00000257626+ENST00000334003
chr7:clu_74130_-	19.3670536	2	3.88E-09	3.93E-06	GSAP	3	cryptic	chr7:77380000:77381305:clu_74130_-	0.31036972	0.15047438	0.28916713	0.13869275	ENSG00000101972	chr7	77380000	77381305	cryptic_threeprime	.
chr5:clu_53367_+	19.3167153	2	4.08E-09	4.04E-06	SQSTM1	3	cryptic	chr5:179833246:179833587:clu_53367_+	-0.113386	0.97565089	0.97106794	-0.0045829	ENSG00000132334	chr5	179833246	179833587	annotated	ENST00000360718+ENST00000389805
chr5:clu_53367_+	19.3167153	2	4.08E-09	4.04E-06	SQSTM1	3	cryptic	chr5:179833246:179833593:clu_53367_+	-0.0841866	0.01241836	0.01272625	0.00030789	ENSG00000132334	chr5	179833246	179833593	cryptic_threeprime	.
chr5:clu_53367_+	19.3167153	2	4.08E-09	4.04E-06	SQSTM1	3	cryptic	chr5:179833437:179833587:clu_53367_+	0.19757263	0.01193075	0.0162058	0.00427505	ENSG00000132334	chr5	179833437	179833587	cryptic_fiveprime	.
chr10:clu_72879_-	17.0500124	1	5.24E-09	5.07E-06		2	annotated	chr10:119042185:119042246:clu_72879_-	14.7263758	8.67E-48	5.36E-35	5.36E-35	ENSG00000114573	chr10	119042185	119042246	unknown_strand	NA
chr10:clu_72879_-	17.0500124	1	5.24E-09	5.07E-06		2	annotated	chr10:119042185:119042276:clu_72879_-	-14.726376	1	1	0	ENSG00000114573	chr10	119042185	119042276	unknown_strand	NA
chr6:clu_46037_+	16.6633007	1	7.79E-09	7.39E-06	PHF1	2	cryptic	chr6:33414366:33414477:clu_46037_+	9.80750508	0.99996863	1	3.14E-05	ENSG00000198467	chr6	33414366	33414477	annotated	ENST00000374512+ENST00000374516+ENST00000486845+ENST00000487667+ENST00000495509
chr6:clu_46037_+	16.6633007	1	7.79E-09	7.39E-06	PHF1	2	cryptic	chr6:33414366:33414984:clu_46037_+	-9.8075051	3.14E-05	9.50E-14	-3.14E-05	ENSG00000198467	chr6	33414366	33414984	cryptic_threeprime	.
chr8:clu_15938_+	27.3772456	9	1.36E-08	1.26E-05	SLC7A2	10	cryptic	chr8:17494497:17502257:clu_15938_+	0.07773909	0.03872636	0.04239021	0.00366386	ENSG00000198467	chr8	17494497	17502257	cryptic_fiveprime	.
chr8:clu_15938_+	27.3772456	9	1.36E-08	1.26E-05	SLC7A2	10	cryptic	chr8:17494497:17502260:clu_15938_+	0.07696645	0.07747868	0.08474335	0.00726467	ENSG00000198467	chr8	17494497	17502260	cryptic_unanchored	NA
chr8:clu_15938_+	27.3772456	9	1.36E-08	1.26E-05	SLC7A2	10	cryptic	chr8:17494497:17543318:clu_15938_+	0.12103979	0.16247465	0.18571621	0.02324156	ENSG00000198467	chr8	17494497	17543318	cryptic_fiveprime	.
chr8:clu_15938_+	27.3772456	9	1.36E-08	1.26E-05	SLC7A2	10	cryptic	chr8:17497237:17502257:clu_15938_+	-0.0967243	0.10067658	0.09255906	-0.0081175	ENSG00000159658	chr8	17497237	17502257	annotated	ENST00000470360+ENST00000494857
chr8:clu_15938_+	27.3772456	9	1.36E-08	1.26E-05	SLC7A2	10	cryptic	chr8:17497237:17502260:clu_15938_+	-0.060498	0.0149057	0.0142094	-0.0006963	ENSG00000159658	chr8	17497237	17502260	cryptic_threeprime	.
chr8:clu_15938_+	27.3772456	9	1.36E-08	1.26E-05	SLC7A2	10	cryptic	chr8:17497237:17543318:clu_15938_+	-0.0372726	0.19429187	0.18956783	-0.004724	ENSG00000029559	chr8	17497237	17543318	annotated	ENST00000470360+ENST00000494857+ENST00000522656
chr8:clu_15938_+	27.3772456	9	1.36E-08	1.26E-05	SLC7A2	10	cryptic	chr8:17501381:17502257:clu_15938_+	-0.0261233	0.03845696	0.0379426	-0.0005144	ENSG00000029559	chr8	17501381	17502257	cryptic_fiveprime	.
chr8:clu_15938_+	27.3772456	9	1.36E-08	1.26E-05	SLC7A2	10	cryptic	chr8:17502302:17517199:clu_15938_+	-0.0130925	0.01282892	0.01282335	-5.57E-06	ENSG00000198682	chr8	17502302	17517199	cryptic_threeprime	.
chr8:clu_15938_+	27.3772456	9	1.36E-08	1.26E-05	SLC7A2	10	cryptic	chr8:17502302:17543318:clu_15938_+	-0.0733225	0.34968549	0.32910262	-0.0205829	ENSG00000198682	chr8	17502302	17543318	annotated	ENST00000470360+ENST00000494857
chr8:clu_15938_+	27.3772456	9	1.36E-08	1.26E-05	SLC7A2	10	cryptic	chr8:17538922:17543318:clu_15938_+	0.03128792	0.01047478	0.01094537	0.00047059	ENSG00000143013	chr8	17538922	17543318	annotated	ENST00000004531+ENST00000398090+ENST00000470360+ENST00000640220
chrX:clu_1045_+	17.6781405	2	2.10E-08	1.91E-05	STAG2	3	annotated	chrX:124090764:124090854:clu_1045_+	-0.09796	0.43483077	0.39739042	-0.0374404	ENSG00000143013	chrX	124090764	124090854	annotated	ENST00000218089+ENST00000371145
chrX:clu_1045_+	17.6781405	2	2.10E-08	1.91E-05	STAG2	3	annotated	chrX:124090764:124094018:clu_1045_+	0.11985062	0.3015324	0.34262973	0.04109733	ENSG00000161265	chrX	124090764	124094018	annotated	ENST00000218089+ENST00000371144+ENST00000371145+ENST00000371157+ENST00000371160
chrX:clu_1045_+	17.6781405	2	2.10E-08	1.91E-05	STAG2	3	annotated	chrX:124090964:124094018:clu_1045_+	-0.0218906	0.26363682	0.25997985	-0.003657	ENSG00000161265	chrX	124090964	124094018	annotated	ENST00000218089+ENST00000371145
chr10:clu_35695_+	17.4114624	2	2.74E-08	2.45E-05	PTPRE	3	cryptic	chr10:128047489:128047764:clu_35695_+	0.2975506	0.25319788	0.33784716	0.08464928	ENSG00000145681	chr10	128047489	128047764	annotated	ENST00000254667+ENST00000442830+ENST00000455661+ENST00000471218
chr10:clu_35695_+	17.4114624	2	2.74E-08	2.45E-05	PTPRE	3	cryptic	chr10:128047683:128047764:clu_35695_+	-0.1075142	0.71234512	0.63391826	-0.0784269	ENSG00000145681	chr10	128047683	128047764	annotated	ENST00000306042+ENST00000479896+ENST00000495530
chr10:clu_35695_+	17.4114624	2	2.74E-08	2.45E-05	PTPRE	3	cryptic	chr10:128047683:128047770:clu_35695_+	-0.1900364	0.034457	0.02823458	-0.0062224	ENSG00000145681	chr10	128047683	128047770	novel annotated pair	.
chr16:clu_30886_+	15.3516003	1	3.01E-08	2.63E-05		2	annotated	chr16:28752272:28752435:clu_30886_+	-5.4829517	2.73E-11	4.71E-16	-2.73E-11	ENSG00000145681	chr16	28752272	28752435	unknown_strand	NA
chr16:clu_30886_+	15.3516003	1	3.01E-08	2.63E-05		2	annotated	chr16:28752282:28752435:clu_30886_+	5.4829517	1	1	2.73E-11	ENSG00000145681	chr16	28752282	28752435	unknown_strand	NA
chr3:clu_41945_+	15.253856	1	3.33E-08	2.85E-05	ATP6V1A	2	cryptic	chr3:113795939:113798243:clu_41945_+	-13.207456	1	1	-1.53E-14	ENSG00000145681	chr3	113795939	113798243	annotated	ENST00000273398+ENST00000470455
chr3:clu_41945_+	15.253856	1	3.33E-08	2.85E-05	ATP6V1A	2	cryptic	chr3:113795939:113798311:clu_41945_+	13.2074559	5.20E-26	1.54E-14	1.54E-14	ENSG00000100503	chr3	113795939	113798311	cryptic_threeprime	.
chr9:clu_32500_-	20.2279137	4	3.48E-08	2.93E-05	TPM2	5	cryptic	chr9:35684550:35684732:clu_32500_-	-0.1043111	0.19257489	0.16992261	-0.0226523	ENSG00000100503	chr9	35684550	35684732	annotated	ENST00000329305+ENST00000607559+ENST00000643485+ENST00000644325+ENST00000645482
chr9:clu_32500_-	20.2279137	4	3.48E-08	2.93E-05	TPM2	5	cryptic	chr9:35684550:35685064:clu_32500_-	0.06515755	0.29877232	0.3123138	0.01354147	ENSG00000149212	chr9	35684550	35685064	annotated	ENST00000378292+ENST00000647435
chr9:clu_32500_-	20.2279137	4	3.48E-08	2.93E-05	TPM2	5	cryptic	chr9:35684807:35685064:clu_32500_-	0.0695303	0.03286878	0.03450909	0.00164031	ENSG00000149212	chr9	35684807	35685064	novel annotated pair	.
chr9:clu_32500_-	20.2279137	4	3.48E-08	2.93E-05	TPM2	5	cryptic	chr9:35684807:35685269:clu_32500_-	-0.1253471	0.13685823	0.11824604	-0.0186122	ENSG00000197442	chr9	35684807	35685269	annotated	ENST00000329305+ENST00000607559+ENST00000643485+ENST00000645482
chr9:clu_32500_-	20.2279137	4	3.48E-08	2.93E-05	TPM2	5	cryptic	chr9:35685139:35685269:clu_32500_-	0.09497032	0.33892578	0.36500847	0.02608268	ENSG00000197442	chr9	35685139	35685269	annotated	ENST00000378292+ENST00000471212+ENST00000647435
chr1:clu_12767_-	14.8240387	1	5.18E-08	4.28E-05	EFCAB14	2	cryptic	chr1:46691937:46696516:clu_12767_-	6.62251404	2.65E-19	1.50E-13	1.50E-13	ENSG00000116717	chr1	46691937	46696516	cryptic_fiveprime	.
chr1:clu_12767_-	14.8240387	1	5.18E-08	4.28E-05	EFCAB14	2	cryptic	chr1:46691937:46696551:clu_12767_-	-6.622514	1	1	-1.50E-13	ENSG00000116717	chr1	46691937	46696551	annotated	ENST00000371933+ENST00000484461
chr4:clu_36749_+	14.5875399	1	6.61E-08	5.36E-05	IBSP	2	cryptic	chr4:87806184:87810606:clu_36749_+	5.04814939	0.99999999	1	1.28E-08	ENSG00000116717	chr4	87806184	87810606	annotated	ENST00000226284
chr4:clu_36749_+	14.5875399	1	6.61E-08	5.36E-05	IBSP	2	cryptic	chr4:87806184:87810609:clu_36749_+	-5.0481494	1.28E-08	5.30E-13	-1.28E-08	ENSG00000116717	chr4	87806184	87810609	cryptic_threeprime	.
chr10:clu_35005_+	14.5674072	1	6.75E-08	5.38E-05	PAPSS2	2	cryptic	chr10:87745231:87745832:clu_35005_+	-0.2214674	0.99105073	0.98613272	-0.004918	ENSG00000116717	chr10	87745231	87745832	annotated	ENST00000361175+ENST00000456849
chr10:clu_35005_+	14.5674072	1	6.75E-08	5.38E-05	PAPSS2	2	cryptic	chr10:87745231:87770316:clu_35005_+	0.22146742	0.00894927	0.01386728	0.00491801	ENSG00000099783	chr10	87745231	87770316	cryptic_threeprime	.
chr1:clu_68713_+	13.9770471	1	1.24E-07	9.72E-05	LMO4	2	cryptic	chr1:87332251:87339536:clu_68713_+	-1.7158877	0.99982607	0.9946478	-0.0051783	ENSG00000099783	chr1	87332251	87339536	annotated	ENST00000370542+ENST00000370544+ENST00000489303+ENST00000495705
chr1:clu_68713_+	13.9770471	1	1.24E-07	9.72E-05	LMO4	2	cryptic	chr1:87335745:87339536:clu_68713_+	1.71588775	0.00017393	0.0053522	0.00517826	ENSG00000099783	chr1	87335745	87339536	cryptic_fiveprime	.
chr19:clu_21294_-	13.9570911	1	1.27E-07	9.75E-05	AD000671.2,U2AF1L4	2	cryptic	chr19:35744145:35744323:clu_21294_-	7.36876129	1	1	0	ENSG00000125107	chr19	35744145	35744323	annotated	ENST00000292879+ENST00000378975+ENST00000412391+ENST00000585554+ENST00000585771+ENST00000586476+ENST00000587987+ENST00000589429+ENST00000591057+ENST00000591084+ENST00000591855+ENST00000594792+ENST00000600296+ENST00000601236+ENST00000589807
chr19:clu_21294_-	13.9570911	1	1.27E-07	9.75E-05	AD000671.2,U2AF1L4	2	cryptic	chr19:35744222:35744323:clu_21294_-	-7.3687613	7.89E-39	3.14E-45	-7.89E-39	ENSG00000125107	chr19	35744222	35744323	cryptic_threeprime	.
chr5:clu_18052_-	20.149389	5	1.30E-07	9.82E-05	HAPLN1	6	cryptic	chr5:83673549:83674133:clu_18052_-	0.28154347	0.01646628	0.02171837	0.00525209	ENSG00000198060	chr5	83673549	83674133	annotated	ENST00000508307
chr5:clu_18052_-	20.149389	5	1.30E-07	9.82E-05	HAPLN1	6	cryptic	chr5:83673549:83675288:clu_18052_-	-0.1507202	0.0137565	0.01177633	-0.0019802	ENSG00000198060	chr5	83673549	83675288	annotated	ENST00000515590
chr5:clu_18052_-	20.149389	5	1.30E-07	9.82E-05	HAPLN1	6	cryptic	chr5:83673549:83693170:clu_18052_-	-0.0075354	0.00912814	0.00901714	-0.000111	ENSG00000198060	chr5	83673549	83693170	cryptic_fiveprime	.
chr5:clu_18052_-	20.149389	5	1.30E-07	9.82E-05	HAPLN1	6	cryptic	chr5:83673549:83720789:clu_18052_-	0.00375762	0.92676477	0.92589207	-0.0008727	ENSG00000162521	chr5	83673549	83720789	annotated	ENST00000274341+ENST00000515590
chr5:clu_18052_-	20.149389	5	1.30E-07	9.82E-05	HAPLN1	6	cryptic	chr5:83675337:83720789:clu_18052_-	-0.0682775	0.02302107	0.02140089	-0.0016202	ENSG00000162521	chr5	83675337	83720789	annotated	ENST00000515590
chr5:clu_18052_-	20.149389	5	1.30E-07	9.82E-05	HAPLN1	6	cryptic	chr5:83693259:83720789:clu_18052_-	-0.058768	0.01086324	0.0101952	-0.000668	ENSG00000115414	chr5	83693259	83720789	cryptic_threeprime	.
chr14:clu_84970_-	13.6592977	1	1.73E-07	0.00012823	NIN	2	cryptic	chr14:50770992:50771316:clu_84970_-	3.62702007	5.41E-10	7.64E-07	7.64E-07	ENSG00000115414	chr14	50770992	50771316	cryptic_fiveprime	.
chr14:clu_84970_-	13.6592977	1	1.73E-07	0.00012823	NIN	2	cryptic	chr14:50770992:50771332:clu_84970_-	-3.6270201	1	0.99999924	-7.64E-07	ENSG00000138385	chr14	50770992	50771332	annotated	ENST00000245441+ENST00000324330+ENST00000382041+ENST00000382043+ENST00000453196+ENST00000453401+ENST00000476352+ENST00000530997
chr11:clu_50948_-	13.3235847	1	2.44E-07	0.00017851	SESN3	2	cryptic	chr11:95191601:95193457:clu_50948_-	12.9765821	1	1	3.73E-14	ENSG00000138385	chr11	95191601	95193457	annotated	ENST00000278499+ENST00000416495+ENST00000536441+ENST00000537480+ENST00000542176+ENST00000634898
chr11:clu_50948_-	13.3235847	1	2.44E-07	0.00017851	SESN3	2	cryptic	chr11:95191992:95193457:clu_50948_-	-12.976582	3.72E-14	1.99E-25	-3.72E-14	ENSG00000100234	chr11	95191992	95193457	cryptic_threeprime	.
chr6:clu_9759_-	12.9938336	1	3.44E-07	0.00024711	MAP3K5	2	cryptic	chr6:136698682:136705110:clu_9759_-	-2.1832517	0.99999945	0.99995645	-4.30E-05	ENSG00000100234	chr6	136698682	136705110	annotated	ENST00000359015
chr6:clu_9759_-	12.9938336	1	3.44E-07	0.00024711	MAP3K5	2	cryptic	chr6:136698751:136705110:clu_9759_-	2.18325167	5.53E-07	4.36E-05	4.30E-05	ENSG00000100234	chr6	136698751	136705110	cryptic_threeprime	.
chr1:clu_68570_+	17.7569233	4	3.64E-07	0.00025782	GADD45A	5	annotated	chr1:67685538:67686025:clu_68570_+	0.14256669	0.40740599	0.41198554	0.00457955	ENSG00000072364	chr1	67685538	67686025	annotated	ENST00000370986+ENST00000460575+ENST00000617962+ENST00000650283
chr1:clu_68570_+	17.7569233	4	3.64E-07	0.00025782	GADD45A	5	annotated	chr1:67685538:67686350:clu_68570_+	-0.1109861	0.02201779	0.01727873	-0.0047391	ENSG00000072364	chr1	67685538	67686350	annotated	ENST00000370985+ENST00000370986
chr1:clu_68570_+	17.7569233	4	3.64E-07	0.00025782	GADD45A	5	annotated	chr1:67685538:67687661:clu_68570_+	-0.3041111	0.00777674	0.00503109	-0.0027456	ENSG00000072364	chr1	67685538	67687661	annotated	ENST00000370985+ENST00000370986+ENST00000617962+ENST00000648742+ENST00000650283
chr1:clu_68570_+	17.7569233	4	3.64E-07	0.00025782	GADD45A	5	annotated	chr1:67686126:67686350:clu_68570_+	0.13425394	0.24361098	0.24431	0.00069902	ENSG00000138131	chr1	67686126	67686350	annotated	ENST00000370986+ENST00000484245
chr1:clu_68570_+	17.7569233	4	3.64E-07	0.00025782	GADD45A	5	annotated	chr1:67686587:67687661:clu_68570_+	0.13827657	0.3191885	0.32139464	0.00220614	ENSG00000138131	chr1	67686587	67687661	annotated	ENST00000370985+ENST00000370986+ENST00000617962
chr19:clu_77516_+	14.7016852	2	4.12E-07	0.0002872	HNRNPM	3	annotated	chr19:8455574:8462529:clu_77516_+	-0.0965695	0.45418823	0.45467873	0.0004905	ENSG00000187676	chr19	8455574	8462529	annotated	ENST00000325495+ENST00000348943+ENST00000594907+ENST00000600092+ENST00000601645+ENST00000620401
chr19:clu_77516_+	14.7016852	2	4.12E-07	0.0002872	HNRNPM	3	annotated	chr19:8455574:8463497:clu_77516_+	0.21431474	0.02686239	0.03669684	0.00983445	ENSG00000187676	chr19	8455574	8463497	annotated	ENST00000325495+ENST00000348943+ENST00000594907+ENST00000596984+ENST00000597813+ENST00000600092+ENST00000600806+ENST00000601645
chr19:clu_77516_+	14.7016852	2	4.12E-07	0.0002872	HNRNPM	3	annotated	chr19:8462581:8463497:clu_77516_+	-0.1177453	0.51894938	0.50862443	-0.0103249	ENSG00000185787	chr19	8462581	8463497	annotated	ENST00000325495+ENST00000348943+ENST00000593293+ENST00000594907+ENST00000600092+ENST00000601645
chr16:clu_3856_-	12.6722981	1	4.79E-07	0.00032893	CNOT1	2	annotated	chr16:58546414:58546672:clu_3856_-	6.15994666	1.33E-14	2.98E-09	2.98E-09	ENSG00000185787	chr16	58546414	58546672	annotated	ENST00000567133
chr16:clu_3856_-	12.6722981	1	4.79E-07	0.00032893	CNOT1	2	annotated	chr16:58546498:58546672:clu_3856_-	-6.1599467	1	1	-2.98E-09	ENSG00000185787	chr16	58546498	58546672	annotated	ENST00000317147+ENST00000441024+ENST00000567188+ENST00000567285+ENST00000569240
chr10:clu_35082_+	14.4379821	2	5.37E-07	0.00036253	Mar-05	3	cryptic	chr10:92291529:92311135:clu_35082_+	-0.7125976	0.98752014	0.98578541	-0.0017347	ENSG00000106105	chr10	92291529	92311135	annotated	ENST00000358935
chr10:clu_35082_+	14.4379821	2	5.37E-07	0.00036253	Mar-05	3	cryptic	chr10:92291607:92311135:clu_35082_+	-0.6074619	0.01242219	0.01377509	0.0013529	ENSG00000106105	chr10	92291607	92311135	cryptic_fiveprime	.
chr10:clu_35082_+	14.4379821	2	5.37E-07	0.00036253	Mar-05	3	cryptic	chr10:92301028:92311135:clu_35082_+	1.32005947	5.77E-05	0.00043949	0.00038183	ENSG00000106105	chr10	92301028	92311135	cryptic_fiveprime	.
chr1:clu_67809_+	12.3975208	1	6.38E-07	0.00042434	RBBP4	2	cryptic	chr1:32652061:32657427:clu_67809_+	-2.7547966	1	0.99999977	-2.30E-07	ENSG00000145592	chr1	32652061	32657427	annotated	ENST00000373485+ENST00000373493+ENST00000401893+ENST00000414241+ENST00000445722+ENST00000458695+ENST00000477563+ENST00000490500+ENST00000525506
chr1:clu_67809_+	12.3975208	1	6.38E-07	0.00042434	RBBP4	2	cryptic	chr1:32652061:32657432:clu_67809_+	2.7547966	9.35E-10	2.31E-07	2.30E-07	ENSG00000145592	chr1	32652061	32657432	cryptic_threeprime	.
chr2:clu_83930_-	12.2556201	1	7.39E-07	0.00048443	FN1	2	annotated	chr2:215379317:215380811:clu_83930_-	-0.0877177	0.03262379	0.02751881	-0.005105	ENSG00000179476	chr2	215379317	215380811	annotated	ENST00000323926+ENST00000336916+ENST00000354785+ENST00000359671+ENST00000446046+ENST00000474036+ENST00000490833
chr2:clu_83930_-	12.2556201	1	7.39E-07	0.00048443	FN1	2	annotated	chr2:215379317:215382212:clu_83930_-	0.08771768	0.96737621	0.97248119	0.00510498	ENSG00000179476	chr2	215379317	215382212	annotated	ENST00000323926+ENST00000336916+ENST00000354785+ENST00000356005+ENST00000357867+ENST00000359671+ENST00000421182+ENST00000432072+ENST00000443816+ENST00000446046+ENST00000456923+ENST00000490833
chr2:clu_39501_+	12.2344473	1	7.55E-07	0.00048802	SSB	2	annotated	chr2:169798976:169800952:clu_39501_+	0.18407764	0.7653636	0.82498149	0.05961789	ENSG00000167578	chr2	169798976	169800952	annotated	ENST00000260956+ENST00000413002+ENST00000461708
chr2:clu_39501_+	12.2344473	1	7.55E-07	0.00048802	SSB	2	annotated	chr2:169799516:169800952:clu_39501_+	-0.1840776	0.2346364	0.17501851	-0.0596179	ENSG00000167578	chr2	169799516	169800952	annotated	ENST00000409333
chr22:clu_76486_+	14.0514134	2	7.90E-07	0.00050313	TIMP3	3	cryptic	chr22:32849534:32857249:clu_76486_+	0.0956143	0.5735363	0.57382304	0.00028674	ENSG00000167578	chr22	32849534	32857249	annotated	ENST00000266085
chr22:clu_76486_+	14.0514134	2	7.90E-07	0.00050313	TIMP3	3	cryptic	chr22:32849534:32858017:clu_76486_+	-0.1902179	0.00027825	0.00020918	-6.91E-05	ENSG00000138246	chr22	32849534	32858017	novel annotated pair	ENST00000266085
chr22:clu_76486_+	14.0514134	2	7.90E-07	0.00050313	TIMP3	3	cryptic	chr22:32857360:32858017:clu_76486_+	0.09460363	0.42618545	0.42596778	-0.0002177	ENSG00000138246	chr22	32857360	32858017	annotated	ENST00000266085
chr5:clu_18385_-	14.0088909	2	8.24E-07	0.00051759	AFF4	3	cryptic	chr5:132885119:132886310:clu_18385_-	-0.0636639	0.49167775	0.51446377	0.02278602	ENSG00000255717	chr5	132885119	132886310	annotated	ENST00000265343
chr5:clu_18385_-	14.0088909	2	8.24E-07	0.00051759	AFF4	3	cryptic	chr5:132885119:132887521:clu_18385_-	0.22449484	0.00651151	0.00908869	0.00257719	ENSG00000255717	chr5	132885119	132887521	novel annotated pair	ENST00000265343
chr5:clu_18385_-	14.0088909	2	8.24E-07	0.00051759	AFF4	3	cryptic	chr5:132886403:132887521:clu_18385_-	-0.1608309	0.50181074	0.47644753	-0.0253632	ENSG00000255717	chr5	132886403	132887521	annotated	ENST00000265343
chr10:clu_72532_-	12.0131582	1	9.50E-07	0.0005885	LOXL4	2	cryptic	chr10:98252468:98252813:clu_72532_-	0.6735774	0.00019797	0.00076107	0.0005631	ENSG00000276674	chr10	98252468	98252813	cryptic_fiveprime	.
